customer_id,snapshot_yearmonth,snapshot_date,login_count_last_30d,support_tickets_last_30d,current_mrr,is_churned,churn_risk_score,signup_date,region,subscription_tier,initial_mrr
CUST_0004,2022-12,2022-12-01,6,3,686.92,0,0.3,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2023-01,2023-01-01,17,1,631.23,0,0.3,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2023-02,2023-02-01,9,2,768.62,0,0.0,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2023-03,2023-03-01,16,3,683.9,0,0.3,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2023-04,2023-04-01,10,4,678.91,0,0.3,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2023-05,2023-05-01,8,0,847.85,0,0.0,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2023-06,2023-06-01,9,1,864.59,0,0.0,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2023-07,2023-07-01,9,0,855.4,0,0.0,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2023-08,2023-08-01,13,2,733.55,0,0.0,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2023-09,2023-09-01,14,3,777.6,0,0.0,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2023-10,2023-10-01,9,1,676.51,0,0.3,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2023-11,2023-11-01,14,2,797.35,0,0.0,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2023-12,2023-12-01,15,1,827.59,0,0.0,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2024-01,2024-01-01,23,1,648.46,0,0.3,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2024-02,2024-02-01,19,2,781.41,0,0.0,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2024-03,2024-03-01,11,2,838.51,0,0.0,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2024-04,2024-04-01,16,4,740.41,0,0.0,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2024-05,2024-05-01,14,1,835.35,0,0.0,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2024-06,2024-06-01,8,1,657.66,0,0.3,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2024-07,2024-07-01,14,5,824.39,0,0.0,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2024-08,2024-08-01,12,0,694.77,0,0.0,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2024-09,2024-09-01,18,2,737.56,0,0.0,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2024-10,2024-10-01,15,0,699.6,0,0.0,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2024-11,2024-11-01,13,2,703.65,0,0.0,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2024-12,2024-12-01,20,4,852.9,0,0.0,2022-10-30,Myanmar,Pro,745.61
CUST_0004,2025-08,2025-08-31,0,0,0.0,1,0.7,2022-10-30,Myanmar,Pro,745.61
CUST_0005,2023-01,2023-01-01,9,1,905.19,0,0.0,2022-12-03,Singapore,Basic,816.23
CUST_0005,2023-02,2023-02-01,11,1,924.06,0,0.0,2022-12-03,Singapore,Basic,816.23
CUST_0005,2023-03,2023-03-01,9,2,924.43,0,0.0,2022-12-03,Singapore,Basic,816.23
CUST_0005,2023-04,2023-04-01,7,1,909.69,0,0.0,2022-12-03,Singapore,Basic,816.23
CUST_0005,2023-04,2023-04-30,0,0,0.0,1,0.7,2022-12-03,Singapore,Basic,816.23
CUST_0006,2023-09,2023-09-01,22,1,634.18,0,0.3,2023-08-24,Guatemala,Basic,675.84
CUST_0006,2023-10,2023-10-01,13,1,770.72,0,0.0,2023-08-24,Guatemala,Basic,675.84
CUST_0006,2023-11,2023-11-01,10,2,675.2,0,0.0,2023-08-24,Guatemala,Basic,675.84
CUST_0006,2023-12,2023-12-01,11,2,628.39,0,0.3,2023-08-24,Guatemala,Basic,675.84
CUST_0006,2024-01,2024-01-01,5,1,730.12,0,0.0,2023-08-24,Guatemala,Basic,675.84
CUST_0006,2024-02,2024-02-01,6,3,612.73,0,0.3,2023-08-24,Guatemala,Basic,675.84
CUST_0006,2024-03,2024-03-01,10,2,640.46,0,0.3,2023-08-24,Guatemala,Basic,675.84
CUST_0006,2024-04,2024-04-01,13,0,639.19,0,0.3,2023-08-24,Guatemala,Basic,675.84
CUST_0006,2024-05,2024-05-01,20,4,598.02,0,0.3,2023-08-24,Guatemala,Basic,675.84
CUST_0006,2024-06,2024-06-01,9,2,677.22,0,0.0,2023-08-24,Guatemala,Basic,675.84
CUST_0006,2024-07,2024-07-01,12,0,692.85,0,0.0,2023-08-24,Guatemala,Basic,675.84
CUST_0006,2024-08,2024-08-01,14,2,622.17,0,0.3,2023-08-24,Guatemala,Basic,675.84
CUST_0006,2024-09,2024-09-01,16,3,746.71,0,0.0,2023-08-24,Guatemala,Basic,675.84
CUST_0006,2024-10,2024-10-01,19,1,830.58,0,0.0,2023-08-24,Guatemala,Basic,675.84
CUST_0006,2024-11,2024-11-01,15,2,704.54,0,0.0,2023-08-24,Guatemala,Basic,675.84
CUST_0006,2024-12,2024-12-01,17,1,606.08,0,0.3,2023-08-24,Guatemala,Basic,675.84
CUST_0006,2025-04,2025-04-30,0,0,0.0,1,0.7,2023-08-24,Guatemala,Basic,675.84
CUST_0007,2022-10,2022-10-01,12,0,745.3,0,0.3,2022-09-20,Korea,Basic,707.66
CUST_0007,2022-11,2022-11-01,16,2,724.74,0,0.3,2022-09-20,Korea,Basic,707.66
CUST_0007,2022-12,2022-12-01,17,1,804.98,0,0.0,2022-09-20,Korea,Basic,707.66
CUST_0007,2023-01,2023-01-01,5,0,764.59,0,0.0,2022-09-20,Korea,Basic,707.66
CUST_0007,2023-02,2023-02-01,15,2,704.33,0,0.3,2022-09-20,Korea,Basic,707.66
CUST_0007,2023-03,2023-03-01,19,2,815.32,0,0.0,2022-09-20,Korea,Basic,707.66
CUST_0007,2023-04,2023-04-01,6,0,784.98,0,0.0,2022-09-20,Korea,Basic,707.66
CUST_0007,2023-05,2023-05-01,21,2,708.41,0,0.3,2022-09-20,Korea,Basic,707.66
CUST_0007,2023-06,2023-06-01,16,2,789.6,0,0.0,2022-09-20,Korea,Basic,707.66
CUST_0007,2023-07,2023-07-01,12,0,628.01,0,0.3,2022-09-20,Korea,Basic,707.66
CUST_0007,2023-08,2023-08-01,11,2,772.03,0,0.0,2022-09-20,Korea,Basic,707.66
CUST_0007,2023-09,2023-09-01,12,0,796.3,0,0.0,2022-09-20,Korea,Basic,707.66
CUST_0007,2023-10,2023-10-01,26,1,540.77,0,0.3,2022-09-20,Korea,Basic,707.66
CUST_0007,2023-11,2023-11-01,19,1,640.52,0,0.3,2022-09-20,Korea,Basic,707.66
CUST_0007,2023-12,2023-12-01,13,4,762.83,0,0.0,2022-09-20,Korea,Basic,707.66
CUST_0007,2024-01,2024-01-01,14,3,737.99,0,0.3,2022-09-20,Korea,Basic,707.66
CUST_0007,2024-02,2024-02-01,17,0,615.45,0,0.3,2022-09-20,Korea,Basic,707.66
CUST_0007,2024-03,2024-03-01,20,3,941.89,0,0.0,2022-09-20,Korea,Basic,707.66
CUST_0007,2024-04,2024-04-01,8,3,769.69,0,0.0,2022-09-20,Korea,Basic,707.66
CUST_0007,2024-05,2024-05-01,14,0,840.31,0,0.0,2022-09-20,Korea,Basic,707.66
CUST_0007,2024-06,2024-06-01,11,3,781.9,0,0.0,2022-09-20,Korea,Basic,707.66
CUST_0007,2024-07,2024-07-01,13,1,724.64,0,0.3,2022-09-20,Korea,Basic,707.66
CUST_0007,2024-08,2024-08-01,16,1,660.76,0,0.3,2022-09-20,Korea,Basic,707.66
CUST_0007,2024-09,2024-09-01,22,1,858.72,0,0.0,2022-09-20,Korea,Basic,707.66
CUST_0007,2024-10,2024-10-01,9,1,750.73,0,0.3,2022-09-20,Korea,Basic,707.66
CUST_0007,2024-11,2024-11-01,16,0,710.95,0,0.3,2022-09-20,Korea,Basic,707.66
CUST_0007,2024-12,2024-12-01,14,2,686.8,0,0.3,2022-09-20,Korea,Basic,707.66
CUST_0008,2022-05,2022-05-01,14,1,794.69,0,0.0,2022-04-17,Vietnam,Enterprise,856.74
CUST_0008,2022-06,2022-06-01,8,3,817.09,0,0.0,2022-04-17,Vietnam,Enterprise,856.74
CUST_0008,2022-07,2022-07-01,13,1,850.6,0,0.0,2022-04-17,Vietnam,Enterprise,856.74
CUST_0008,2022-08,2022-08-01,13,3,960.72,0,0.0,2022-04-17,Vietnam,Enterprise,856.74
CUST_0008,2022-09,2022-09-01,15,2,903.05,0,0.0,2022-04-17,Vietnam,Enterprise,856.74
CUST_0008,2022-10,2022-10-01,7,1,917.93,0,0.0,2022-04-17,Vietnam,Enterprise,856.74
CUST_0008,2022-11,2022-11-01,11,1,890.12,0,0.0,2022-04-17,Vietnam,Enterprise,856.74
CUST_0008,2022-12,2022-12-01,14,0,992.23,0,0.0,2022-04-17,Vietnam,Enterprise,856.74
CUST_0008,2023-01,2023-01-01,10,1,853.79,0,0.0,2022-04-17,Vietnam,Enterprise,856.74
CUST_0008,2023-02,2023-02-01,19,6,848.1,0,0.3,2022-04-17,Vietnam,Enterprise,856.74
CUST_0008,2023-03,2023-03-01,17,2,932.25,0,0.0,2022-04-17,Vietnam,Enterprise,856.74
CUST_0008,2023-04,2023-04-01,13,1,898.28,0,0.0,2022-04-17,Vietnam,Enterprise,856.74
CUST_0008,2023-05,2023-05-01,12,1,709.41,0,0.3,2022-04-17,Vietnam,Enterprise,856.74
CUST_0008,2023-06,2023-06-01,18,0,784.87,0,0.3,2022-04-17,Vietnam,Enterprise,856.74
CUST_0008,2023-07,2023-07-01,11,1,778.17,0,0.3,2022-04-17,Vietnam,Enterprise,856.74
CUST_0008,2023-07,2023-07-31,0,0,0.0,1,0.7,2022-04-17,Vietnam,Enterprise,856.74
CUST_0009,2023-07,2023-07-01,19,1,321.8,0,0.0,2023-06-26,Micronesia,Pro,287.18
CUST_0009,2023-08,2023-08-01,12,5,268.47,0,0.3,2023-06-26,Micronesia,Pro,287.18
CUST_0009,2023-09,2023-09-01,7,1,303.23,0,0.0,2023-06-26,Micronesia,Pro,287.18
CUST_0009,2023-10,2023-10-01,11,0,319.3,0,0.0,2023-06-26,Micronesia,Pro,287.18
CUST_0009,2023-11,2023-11-01,8,1,256.78,0,0.3,2023-06-26,Micronesia,Pro,287.18
CUST_0009,2023-12,2023-12-01,14,1,275.9,0,0.0,2023-06-26,Micronesia,Pro,287.18
CUST_0009,2024-01,2024-01-01,13,3,304.11,0,0.0,2023-06-26,Micronesia,Pro,287.18
CUST_0009,2024-02,2024-02-01,11,1,266.59,0,0.3,2023-06-26,Micronesia,Pro,287.18
CUST_0009,2024-03,2024-03-01,15,0,286.19,0,0.0,2023-06-26,Micronesia,Pro,287.18
CUST_0009,2024-04,2024-04-01,22,0,260.99,0,0.3,2023-06-26,Micronesia,Pro,287.18
CUST_0009,2024-05,2024-05-01,13,2,343.43,0,0.0,2023-06-26,Micronesia,Pro,287.18
CUST_0009,2024-06,2024-06-01,8,2,291.1,0,0.0,2023-06-26,Micronesia,Pro,287.18
CUST_0009,2024-07,2024-07-01,15,2,298.99,0,0.0,2023-06-26,Micronesia,Pro,287.18
CUST_0009,2024-08,2024-08-01,5,2,258.76,0,0.3,2023-06-26,Micronesia,Pro,287.18
CUST_0009,2024-09,2024-09-01,18,0,260.25,0,0.3,2023-06-26,Micronesia,Pro,287.18
CUST_0009,2024-10,2024-10-01,14,3,334.73,0,0.0,2023-06-26,Micronesia,Pro,287.18
CUST_0009,2024-11,2024-11-01,14,3,289.54,0,0.0,2023-06-26,Micronesia,Pro,287.18
CUST_0009,2024-12,2024-12-01,13,1,286.66,0,0.0,2023-06-26,Micronesia,Pro,287.18
CUST_0009,2026-05,2026-05-31,0,0,0.0,1,0.7,2023-06-26,Micronesia,Pro,287.18
CUST_0010,2022-07,2022-07-01,11,2,571.71,0,0.0,2022-06-07,Mozambique,Pro,514.95
CUST_0010,2022-08,2022-08-01,12,1,571.09,0,0.0,2022-06-07,Mozambique,Pro,514.95
CUST_0010,2022-09,2022-09-01,8,3,561.36,0,0.0,2022-06-07,Mozambique,Pro,514.95
CUST_0010,2022-10,2022-10-01,13,1,497.5,0,0.0,2022-06-07,Mozambique,Pro,514.95
CUST_0010,2022-11,2022-11-01,10,4,550.56,0,0.0,2022-06-07,Mozambique,Pro,514.95
CUST_0010,2022-12,2022-12-01,5,3,558.44,0,0.0,2022-06-07,Mozambique,Pro,514.95
CUST_0010,2023-01,2023-01-01,9,1,512.68,0,0.0,2022-06-07,Mozambique,Pro,514.95
CUST_0010,2023-02,2023-02-01,13,1,560.88,0,0.0,2022-06-07,Mozambique,Pro,514.95
CUST_0010,2023-03,2023-03-01,15,4,581.43,0,0.0,2022-06-07,Mozambique,Pro,514.95
CUST_0010,2023-04,2023-04-01,17,1,604.16,0,0.0,2022-06-07,Mozambique,Pro,514.95
CUST_0010,2023-05,2023-05-01,17,2,553.54,0,0.0,2022-06-07,Mozambique,Pro,514.95
CUST_0010,2023-05,2023-05-31,0,0,0.0,1,0.7,2022-06-07,Mozambique,Pro,514.95
CUST_0011,2022-08,2022-08-01,20,0,265.45,0,0.0,2022-07-07,Greece,Basic,260.15
CUST_0011,2022-09,2022-09-01,18,2,309.19,0,0.0,2022-07-07,Greece,Basic,260.15
CUST_0011,2022-10,2022-10-01,17,1,287.57,0,0.0,2022-07-07,Greece,Basic,260.15
CUST_0011,2022-11,2022-11-01,5,0,279.37,0,0.0,2022-07-07,Greece,Basic,260.15
CUST_0011,2022-12,2022-12-01,17,2,272.15,0,0.0,2022-07-07,Greece,Basic,260.15
CUST_0011,2023-01,2023-01-01,16,3,291.26,0,0.0,2022-07-07,Greece,Basic,260.15
CUST_0011,2023-02,2023-02-01,18,1,260.24,0,0.0,2022-07-07,Greece,Basic,260.15
CUST_0011,2023-03,2023-03-01,9,0,247.02,0,0.3,2022-07-07,Greece,Basic,260.15
CUST_0011,2023-04,2023-04-01,7,0,253.31,0,0.0,2022-07-07,Greece,Basic,260.15
CUST_0011,2023-05,2023-05-01,16,0,273.99,0,0.0,2022-07-07,Greece,Basic,260.15
CUST_0011,2023-05,2023-05-31,0,0,0.0,1,0.7,2022-07-07,Greece,Basic,260.15
CUST_0012,2022-04,2022-04-01,9,1,831.55,0,0.3,2022-03-18,Turks and Caicos Islands,Enterprise,988.28
CUST_0012,2022-05,2022-05-01,8,3,1085.27,0,0.0,2022-03-18,Turks and Caicos Islands,Enterprise,988.28
CUST_0012,2022-06,2022-06-01,22,0,1021.57,0,0.0,2022-03-18,Turks and Caicos Islands,Enterprise,988.28
CUST_0012,2022-07,2022-07-01,17,2,1000.66,0,0.0,2022-03-18,Turks and Caicos Islands,Enterprise,988.28
CUST_0012,2022-08,2022-08-01,7,1,813.92,0,0.3,2022-03-18,Turks and Caicos Islands,Enterprise,988.28
CUST_0012,2022-09,2022-09-01,19,1,1168.74,0,0.0,2022-03-18,Turks and Caicos Islands,Enterprise,988.28
CUST_0012,2022-10,2022-10-01,7,0,1047.78,0,0.0,2022-03-18,Turks and Caicos Islands,Enterprise,988.28
CUST_0012,2022-11,2022-11-01,15,2,965.51,0,0.0,2022-03-18,Turks and Caicos Islands,Enterprise,988.28
CUST_0012,2022-12,2022-12-01,16,1,924.55,0,0.3,2022-03-18,Turks and Caicos Islands,Enterprise,988.28
CUST_0012,2023-01,2023-01-01,11,4,977.63,0,0.0,2022-03-18,Turks and Caicos Islands,Enterprise,988.28
CUST_0012,2023-02,2023-02-01,7,2,950.27,0,0.0,2022-03-18,Turks and Caicos Islands,Enterprise,988.28
CUST_0012,2023-03,2023-03-01,6,1,958.66,0,0.0,2022-03-18,Turks and Caicos Islands,Enterprise,988.28
CUST_0012,2023-04,2023-04-01,15,0,1029.33,0,0.0,2022-03-18,Turks and Caicos Islands,Enterprise,988.28
CUST_0012,2023-04,2023-04-30,0,0,0.0,1,0.7,2022-03-18,Turks and Caicos Islands,Enterprise,988.28
CUST_0013,2023-06,2023-06-01,12,1,945.09,0,0.0,2023-05-22,Bhutan,Pro,946.86
CUST_0013,2023-07,2023-07-01,11,0,1036.87,0,0.0,2023-05-22,Bhutan,Pro,946.86
CUST_0013,2023-08,2023-08-01,10,0,1088.5,0,0.0,2023-05-22,Bhutan,Pro,946.86
CUST_0013,2023-09,2023-09-01,10,1,989.68,0,0.0,2023-05-22,Bhutan,Pro,946.86
CUST_0013,2023-10,2023-10-01,16,2,1016.3,0,0.0,2023-05-22,Bhutan,Pro,946.86
CUST_0013,2023-11,2023-11-01,11,1,890.11,0,0.3,2023-05-22,Bhutan,Pro,946.86
CUST_0013,2023-12,2023-12-01,8,1,947.76,0,0.0,2023-05-22,Bhutan,Pro,946.86
CUST_0013,2024-01,2024-01-01,10,3,1011.71,0,0.0,2023-05-22,Bhutan,Pro,946.86
CUST_0013,2024-02,2024-02-01,16,1,1131.25,0,0.0,2023-05-22,Bhutan,Pro,946.86
CUST_0013,2024-03,2024-03-01,11,0,919.14,0,0.0,2023-05-22,Bhutan,Pro,946.86
CUST_0013,2024-04,2024-04-01,13,2,1127.96,0,0.0,2023-05-22,Bhutan,Pro,946.86
CUST_0013,2024-05,2024-05-01,11,4,870.29,0,0.3,2023-05-22,Bhutan,Pro,946.86
CUST_0013,2024-06,2024-06-01,16,2,1047.16,0,0.0,2023-05-22,Bhutan,Pro,946.86
CUST_0013,2024-07,2024-07-01,13,0,901.46,0,0.3,2023-05-22,Bhutan,Pro,946.86
CUST_0013,2024-08,2024-08-01,7,2,1020.93,0,0.0,2023-05-22,Bhutan,Pro,946.86
CUST_0013,2024-09,2024-09-01,10,2,1027.65,0,0.0,2023-05-22,Bhutan,Pro,946.86
CUST_0013,2024-09,2024-09-30,0,0,0.0,1,0.7,2023-05-22,Bhutan,Pro,946.86
CUST_0014,2022-12,2022-12-01,13,1,93.25,0,0.0,2022-11-19,Martinique,Basic,87.46
CUST_0014,2023-01,2023-01-01,12,4,93.14,0,0.0,2022-11-19,Martinique,Basic,87.46
CUST_0014,2023-02,2023-02-01,17,0,87.4,0,0.0,2022-11-19,Martinique,Basic,87.46
CUST_0014,2023-03,2023-03-01,16,1,71.28,0,0.3,2022-11-19,Martinique,Basic,87.46
CUST_0014,2023-04,2023-04-01,12,1,73.58,0,0.3,2022-11-19,Martinique,Basic,87.46
CUST_0014,2023-05,2023-05-01,12,2,86.3,0,0.0,2022-11-19,Martinique,Basic,87.46
CUST_0014,2023-06,2023-06-01,19,2,89.37,0,0.0,2022-11-19,Martinique,Basic,87.46
CUST_0014,2023-07,2023-07-01,15,3,105.11,0,0.0,2022-11-19,Martinique,Basic,87.46
CUST_0014,2023-08,2023-08-01,19,1,87.34,0,0.0,2022-11-19,Martinique,Basic,87.46
CUST_0014,2023-09,2023-09-01,7,4,95.85,0,0.0,2022-11-19,Martinique,Basic,87.46
CUST_0014,2023-09,2023-09-30,0,0,0.0,1,0.7,2022-11-19,Martinique,Basic,87.46
CUST_0015,2022-09,2022-09-01,15,1,710.48,0,0.0,2022-08-21,Albania,Basic,720.3
CUST_0015,2022-10,2022-10-01,9,0,775.94,0,0.0,2022-08-21,Albania,Basic,720.3
CUST_0015,2022-11,2022-11-01,12,2,853.94,0,0.0,2022-08-21,Albania,Basic,720.3
CUST_0015,2022-12,2022-12-01,13,0,708.92,0,0.0,2022-08-21,Albania,Basic,720.3
CUST_0015,2023-01,2023-01-01,4,3,829.66,0,0.4,2022-08-21,Albania,Basic,720.3
CUST_0015,2023-02,2023-02-01,21,1,661.15,0,0.3,2022-08-21,Albania,Basic,720.3
CUST_0015,2023-03,2023-03-01,12,2,715.33,0,0.0,2022-08-21,Albania,Basic,720.3
CUST_0015,2023-04,2023-04-01,5,1,690.77,0,0.0,2022-08-21,Albania,Basic,720.3
CUST_0015,2023-05,2023-05-01,6,1,742.59,0,0.0,2022-08-21,Albania,Basic,720.3
CUST_0015,2023-06,2023-06-01,20,1,672.39,0,0.3,2022-08-21,Albania,Basic,720.3
CUST_0015,2023-07,2023-07-01,8,3,680.51,0,0.3,2022-08-21,Albania,Basic,720.3
CUST_0015,2023-08,2023-08-01,16,0,684.58,0,0.3,2022-08-21,Albania,Basic,720.3
CUST_0015,2023-09,2023-09-01,19,2,815.05,0,0.0,2022-08-21,Albania,Basic,720.3
CUST_0015,2023-10,2023-10-01,9,3,678.2,0,0.3,2022-08-21,Albania,Basic,720.3
CUST_0015,2023-11,2023-11-01,6,3,794.5,0,0.0,2022-08-21,Albania,Basic,720.3
CUST_0015,2023-12,2023-12-01,17,1,856.32,0,0.0,2022-08-21,Albania,Basic,720.3
CUST_0015,2024-01,2024-01-01,8,1,786.67,0,0.0,2022-08-21,Albania,Basic,720.3
CUST_0015,2024-02,2024-02-01,18,2,758.15,0,0.0,2022-08-21,Albania,Basic,720.3
CUST_0015,2024-03,2024-03-01,9,2,733.08,0,0.0,2022-08-21,Albania,Basic,720.3
CUST_0015,2024-04,2024-04-01,21,3,672.02,0,0.3,2022-08-21,Albania,Basic,720.3
CUST_0015,2024-05,2024-05-01,12,1,810.97,0,0.0,2022-08-21,Albania,Basic,720.3
CUST_0015,2024-06,2024-06-01,13,1,838.17,0,0.0,2022-08-21,Albania,Basic,720.3
CUST_0015,2024-07,2024-07-01,13,0,755.39,0,0.0,2022-08-21,Albania,Basic,720.3
CUST_0015,2024-08,2024-08-01,11,1,680.12,0,0.3,2022-08-21,Albania,Basic,720.3
CUST_0015,2024-09,2024-09-01,20,1,555.51,0,0.3,2022-08-21,Albania,Basic,720.3
CUST_0015,2024-10,2024-10-01,10,0,816.95,0,0.0,2022-08-21,Albania,Basic,720.3
CUST_0015,2024-11,2024-11-01,17,1,785.33,0,0.0,2022-08-21,Albania,Basic,720.3
CUST_0015,2024-12,2024-12-01,14,1,661.61,0,0.3,2022-08-21,Albania,Basic,720.3
CUST_0016,2022-10,2022-10-01,7,2,1163.1,0,0.0,2022-09-26,Northern Mariana Islands,Basic,928.99
CUST_0016,2022-11,2022-11-01,15,1,991.71,0,0.0,2022-09-26,Northern Mariana Islands,Basic,928.99
CUST_0016,2022-12,2022-12-01,16,2,969.76,0,0.0,2022-09-26,Northern Mariana Islands,Basic,928.99
CUST_0016,2023-01,2023-01-01,16,2,862.08,0,0.3,2022-09-26,Northern Mariana Islands,Basic,928.99
CUST_0016,2023-02,2023-02-01,6,1,838.09,0,0.3,2022-09-26,Northern Mariana Islands,Basic,928.99
CUST_0016,2023-03,2023-03-01,7,4,883.84,0,0.3,2022-09-26,Northern Mariana Islands,Basic,928.99
CUST_0016,2023-04,2023-04-01,18,0,897.19,0,0.3,2022-09-26,Northern Mariana Islands,Basic,928.99
CUST_0016,2023-05,2023-05-01,7,3,914.25,0,0.3,2022-09-26,Northern Mariana Islands,Basic,928.99
CUST_0016,2023-06,2023-06-01,9,2,895.18,0,0.3,2022-09-26,Northern Mariana Islands,Basic,928.99
CUST_0016,2023-07,2023-07-01,14,4,940.54,0,0.0,2022-09-26,Northern Mariana Islands,Basic,928.99
CUST_0016,2023-08,2023-08-01,23,1,910.0,0,0.3,2022-09-26,Northern Mariana Islands,Basic,928.99
CUST_0016,2023-09,2023-09-01,13,3,871.99,0,0.3,2022-09-26,Northern Mariana Islands,Basic,928.99
CUST_0016,2023-10,2023-10-01,13,0,910.12,0,0.3,2022-09-26,Northern Mariana Islands,Basic,928.99
CUST_0016,2023-10,2023-10-31,0,0,0.0,1,0.7,2022-09-26,Northern Mariana Islands,Basic,928.99
